time	V(N021,Vo_led7)	V(Vcc_led,Vi_led7)	I(D28)
5.295729214377677e-06	-2.890396e-02	1.987457e-03	3.690083e-04
5.296729214377678e-06	-2.883148e-02	1.831055e-03	3.583666e-04
5.297729214377677e-06	-2.876663e-02	1.686096e-03	3.486852e-04
5.298729214377677e-06	-2.870178e-02	1.556396e-03	3.398837e-04
5.299729214377677e-06	-2.863693e-02	1.434326e-03	3.318886e-04
5.300729214377677e-06	-2.857208e-02	1.323700e-03	3.246327e-04
5.301729214377677e-06	-2.850723e-02	1.220703e-03	3.180545e-04
5.302729214377677e-06	-2.844620e-02	1.129150e-03	3.120978e-04
5.303729214377677e-06	-2.838898e-02	1.045227e-03	3.067112e-04
5.304729214377677e-06	-2.832413e-02	9.689331e-04	3.018477e-04
5.305729214377677e-06	-2.826691e-02	8.964539e-04	2.974641e-04
5.306729214377677e-06	-2.820587e-02	8.316040e-04	2.935212e-04
5.307729214377677e-06	-2.815247e-02	7.705688e-04	2.899829e-04
5.308729214377677e-06	-2.809143e-02	7.171631e-04	2.868162e-04
5.309729214377677e-06	-2.803421e-02	6.675720e-04	2.839910e-04
5.310729214377677e-06	-2.797699e-02	6.217957e-04	2.814797e-04
5.311729214377677e-06	-2.792358e-02	5.798340e-04	2.792571e-04
5.312729214377677e-06	-2.786255e-02	5.416870e-04	2.773002e-04
5.313729214377678e-06	-2.781296e-02	5.073547e-04	2.755878e-04
5.314729214377677e-06	-2.775192e-02	4.730225e-04	2.741006e-04
5.315729214377677e-06	-2.769852e-02	4.463196e-04	2.728211e-04
5.316729214377677e-06	-2.764511e-02	4.196167e-04	2.717330e-04
5.317729214377677e-06	-2.759171e-02	3.929138e-04	2.708216e-04
5.318729214377677e-06	-2.753067e-02	3.700256e-04	2.700735e-04
5.319729214377677e-06	-2.748108e-02	3.509521e-04	2.694764e-04
5.320729214377677e-06	-2.742767e-02	3.318787e-04	2.690190e-04
5.321729214377677e-06	-2.737427e-02	3.128052e-04	2.686910e-04
5.322729214377677e-06	-2.731705e-02	2.975464e-04	2.684831e-04
5.323729214377677e-06	-2.726364e-02	2.861023e-04	2.683868e-04
5.324729214377677e-06	-2.720642e-02	2.708435e-04	2.683942e-04
5.325729214377678e-06	-2.715683e-02	2.593994e-04	2.684983e-04
5.326729214377677e-06	-2.709961e-02	2.479553e-04	2.686926e-04
5.327729214377677e-06	-2.704620e-02	2.403259e-04	2.689712e-04
5.328729214377677e-06	-2.698898e-02	2.288818e-04	2.693288e-04
5.329729214377677e-06	-2.693558e-02	2.212524e-04	2.697605e-04
5.330729214377678e-06	-2.688217e-02	2.136230e-04	2.702620e-04
5.331729214377677e-06	-2.682877e-02	2.059937e-04	2.708291e-04
5.332729214377677e-06	-2.676773e-02	2.021790e-04	2.714583e-04
5.333729214377677e-06	-2.671432e-02	1.945496e-04	2.721464e-04
5.334729214377677e-06	-2.665710e-02	1.907349e-04	2.728904e-04
5.335729214377677e-06	-2.660370e-02	1.869202e-04	2.736876e-04
5.336729214377677e-06	-2.654648e-02	1.831055e-04	2.745358e-04
5.337729214377677e-06	-2.648926e-02	1.792908e-04	2.754327e-04
5.338729214377677e-06	-2.643204e-02	1.754761e-04	2.763765e-04
5.339729214377677e-06	-2.637863e-02	1.716614e-04	2.773654e-04
5.340729214377677e-06	-2.632141e-02	1.678467e-04	2.783982e-04
5.341729214377677e-06	-2.626419e-02	1.640320e-04	2.794734e-04
5.342729214377678e-06	-2.620697e-02	1.640320e-04	2.805899e-04
5.343729214377677e-06	-2.614975e-02	1.602173e-04	2.817468e-04
5.344729214377677e-06	-2.609253e-02	1.602173e-04	2.829433e-04
5.345729214377677e-06	-2.603531e-02	1.602173e-04	2.841787e-04
5.346729214377677e-06	-2.597809e-02	1.564026e-04	2.854524e-04
5.347729214377678e-06	-2.592087e-02	1.564026e-04	2.867641e-04
5.348729214377677e-06	-2.585983e-02	1.564026e-04	2.881133e-04
5.349729214377677e-06	-2.579880e-02	1.525879e-04	2.895000e-04
5.350729214377677e-06	-2.574158e-02	1.525879e-04	2.909240e-04
5.351729214377677e-06	-2.568436e-02	1.525879e-04	2.923852e-04
5.352729214377677e-06	-2.562714e-02	1.525879e-04	2.938838e-04
