time	V(Vcc_led,Vi_led5)	V(Vi_led5,N001)	I(D6)
5.019895930837606e-06	1.769653e+00	7.523481e+00	1.358926e+01
5.020569740460160e-06	1.900051e+00	7.493149e+00	1.349903e+01
5.021295371259998e-06	2.018456e+00	7.464815e+00	1.341480e+01
5.022295371259999e-06	2.149769e+00	7.432512e+00	1.331880e+01
5.023295371259999e-06	2.253082e+00	7.406538e+00	1.324160e+01
5.024295371259998e-06	2.332504e+00	7.386124e+00	1.318095e+01
5.025295371259999e-06	2.393505e+00	7.370121e+00	1.313339e+01
5.026295371259998e-06	2.440331e+00	7.357574e+00	1.309612e+01
5.027295371259999e-06	2.476242e+00	7.347752e+00	1.306694e+01
5.028295371259998e-06	2.503761e+00	7.340063e+00	1.304409e+01
5.029295371259999e-06	2.524837e+00	7.334042e+00	1.302621e+01
5.030295371259999e-06	2.540962e+00	7.329329e+00	1.301222e+01
5.031295371259998e-06	2.553284e+00	7.325645e+00	1.300127e+01
5.032295371259999e-06	2.562695e+00	7.322763e+00	1.299271e+01
5.033295371259998e-06	2.569874e+00	7.320513e+00	1.298603e+01
5.034295371259999e-06	2.575344e+00	7.318756e+00	1.298081e+01
5.035295371259999e-06	2.579510e+00	7.317387e+00	1.297674e+01
5.036295371259998e-06	2.582676e+00	7.316322e+00	1.297357e+01
5.037295371259999e-06	2.585083e+00	7.315493e+00	1.297111e+01
5.038295371259998e-06	2.586906e+00	7.314854e+00	1.296921e+01
5.039295371259999e-06	2.588295e+00	7.314354e+00	1.296774e+01
5.040295371259999e-06	2.589340e+00	7.313976e+00	1.296660e+01
5.041295371259998e-06	2.590137e+00	7.313683e+00	1.296574e+01
5.042295371259999e-06	2.590736e+00	7.313463e+00	1.296508e+01
5.043295371259998e-06	2.591194e+00	7.313293e+00	1.296458e+01
5.044295371259999e-06	2.591537e+00	7.313169e+00	1.296422e+01
5.045295371259999e-06	2.591797e+00	7.313080e+00	1.296394e+01
5.046295371259999e-06	2.591995e+00	7.313013e+00	1.296375e+01
5.047295371259999e-06	2.592148e+00	7.312967e+00	1.296362e+01
5.048295371259998e-06	2.592262e+00	7.312939e+00	1.296353e+01
5.049295371259999e-06	2.592354e+00	7.312918e+00	1.296347e+01
5.050295371259998e-06	2.592422e+00	7.312908e+00	1.296344e+01
5.051295371259999e-06	2.592476e+00	7.312906e+00	1.296343e+01
5.052295371259999e-06	2.592522e+00	7.312904e+00	1.296344e+01
5.053295371259998e-06	2.592552e+00	7.312916e+00	1.296346e+01
5.054295371259999e-06	2.592583e+00	7.312922e+00	1.296348e+01
5.055295371259998e-06	2.592606e+00	7.312931e+00	1.296351e+01
5.056295371259999e-06	2.592628e+00	7.312941e+00	1.296354e+01
5.057295371259999e-06	2.592644e+00	7.312954e+00	1.296358e+01
5.058295371259999e-06	2.592659e+00	7.312967e+00	1.296361e+01
5.059295371259999e-06	2.592674e+00	7.312977e+00	1.296365e+01
5.060295371259998e-06	2.592686e+00	7.312990e+00	1.296368e+01
5.061295371259999e-06	2.592697e+00	7.313002e+00	1.296372e+01
5.062295371259999e-06	2.592709e+00	7.313011e+00	1.296375e+01
5.063295371259999e-06	2.592716e+00	7.313025e+00	1.296378e+01
5.064295371259999e-06	2.592724e+00	7.313036e+00	1.296381e+01
5.065295371259998e-06	2.592735e+00	7.313042e+00	1.296384e+01
5.066295371259999e-06	2.592743e+00	7.313051e+00	1.296387e+01
5.067295371259998e-06	2.592747e+00	7.313065e+00	1.296390e+01
5.068295371259999e-06	2.592754e+00	7.313070e+00	1.296392e+01
5.069295371259999e-06	2.592762e+00	7.313076e+00	1.296394e+01
5.070295371259998e-06	2.592766e+00	7.313086e+00	1.296396e+01
5.071295371259999e-06	2.592773e+00	7.313091e+00	1.296398e+01
5.072295371259998e-06	2.592777e+00	7.313099e+00	1.296400e+01
5.073295371259999e-06	2.592781e+00	7.313105e+00	1.296402e+01
5.074295371259999e-06	2.592789e+00	7.313107e+00	1.296403e+01
5.075295371259999e-06	2.592793e+00	7.313112e+00	1.296405e+01
5.076295371259999e-06	2.592796e+00	7.313116e+00	1.296406e+01
5.077295371259998e-06	2.592800e+00	7.313122e+00	1.296407e+01
5.078295371259999e-06	2.592804e+00	7.313124e+00	1.296408e+01
5.079295371259999e-06	2.592804e+00	7.313129e+00	1.296410e+01
5.080295371259999e-06	2.592808e+00	7.313133e+00	1.296410e+01
5.081295371259999e-06	2.592812e+00	7.313133e+00	1.296411e+01
5.082295371259998e-06	2.592815e+00	7.313137e+00	1.296412e+01
5.083295371259999e-06	2.592815e+00	7.313141e+00	1.296413e+01
5.084295371259998e-06	2.592819e+00	7.313141e+00	1.296414e+01
5.085295371259999e-06	2.592819e+00	7.313145e+00	1.296414e+01
5.086295371259999e-06	2.592823e+00	7.313145e+00	1.296415e+01
5.087295371259999e-06	2.592823e+00	7.313148e+00	1.296415e+01
5.088295371259999e-06	2.592827e+00	7.313148e+00	1.296416e+01
5.089295371259998e-06	2.592827e+00	7.313152e+00	1.296416e+01
5.090295371259999e-06	2.592827e+00	7.313154e+00	1.296417e+01
5.091295371259999e-06	2.592831e+00	7.313152e+00	1.296417e+01
5.092295371259999e-06	2.592831e+00	7.313156e+00	1.296418e+01
5.093295371259999e-06	2.592831e+00	7.313156e+00	1.296418e+01
5.094295371259998e-06	2.592831e+00	7.313160e+00	1.296418e+01
5.095295371259999e-06	2.592834e+00	7.313156e+00	1.296418e+01
5.096295371259999e-06	2.592834e+00	7.313160e+00	1.296419e+01
5.097295371259999e-06	2.592834e+00	7.313160e+00	1.296419e+01
5.098295371259999e-06	2.592834e+00	7.313164e+00	1.296419e+01
5.099295371259999e-06	2.592834e+00	7.313164e+00	1.296419e+01
5.100295371259999e-06	2.592838e+00	7.313162e+00	1.296420e+01
5.101295371259998e-06	2.592838e+00	7.313162e+00	1.296420e+01
5.102295371259999e-06	2.592838e+00	7.313164e+00	1.296420e+01
5.103295371259999e-06	2.592838e+00	7.313164e+00	1.296420e+01
5.104295371259999e-06	2.592838e+00	7.313166e+00	1.296420e+01
5.105295371259999e-06	2.592838e+00	7.313166e+00	1.296420e+01
5.106295371259998e-06	2.592838e+00	7.313168e+00	1.296420e+01
5.107295371259999e-06	2.592838e+00	7.313168e+00	1.296420e+01
5.108295371259999e-06	2.592838e+00	7.313168e+00	1.296420e+01
5.109295371259999e-06	2.592838e+00	7.313168e+00	1.296421e+01
5.110295371259999e-06	2.592842e+00	7.313166e+00	1.296421e+01
5.111295371259998e-06	2.592842e+00	7.313166e+00	1.296421e+01
5.112295371259999e-06	2.592842e+00	7.313166e+00	1.296421e+01
5.113295371259999e-06	2.592842e+00	7.313166e+00	1.296421e+01
5.114295371259999e-06	2.592842e+00	7.313168e+00	1.296421e+01
5.115295371259999e-06	2.592842e+00	7.313168e+00	1.296421e+01
5.116295371259999e-06	2.592842e+00	7.313168e+00	1.296421e+01
5.117295371259999e-06	2.592842e+00	7.313168e+00	1.296421e+01
5.118295371259998e-06	2.592842e+00	7.313168e+00	1.296421e+01
5.119295371259999e-06	2.592842e+00	7.313168e+00	1.296421e+01
5.120295371259999e-06	2.592842e+00	7.313168e+00	1.296421e+01
5.121295371259999e-06	2.592842e+00	7.313168e+00	1.296421e+01
5.122295371259999e-06	2.592842e+00	7.313169e+00	1.296421e+01
5.123295371259998e-06	2.592842e+00	7.313169e+00	1.296421e+01
5.124295371259999e-06	2.592842e+00	7.313169e+00	1.296421e+01
5.125295371259999e-06	2.592842e+00	7.313169e+00	1.296421e+01
5.126295371259999e-06	2.592842e+00	7.313169e+00	1.296421e+01
5.127295371259999e-06	2.592842e+00	7.313169e+00	1.296421e+01
5.128295371259999e-06	2.592842e+00	7.313169e+00	1.296421e+01
5.129295371259999e-06	2.592842e+00	7.313169e+00	1.296421e+01
5.130295371259999e-06	2.592842e+00	7.313169e+00	1.296421e+01
5.131295371259999e-06	2.592842e+00	7.313169e+00	1.296421e+01
5.132295371259999e-06	2.592842e+00	7.313169e+00	1.296421e+01
5.133295371259999e-06	2.592842e+00	7.313169e+00	1.296421e+01
5.134295371259999e-06	2.592842e+00	7.313169e+00	1.296421e+01
5.135295371259998e-06	2.592842e+00	7.313169e+00	1.296421e+01
5.136295371259999e-06	2.592842e+00	7.313169e+00	1.296421e+01
5.137295371259999e-06	2.592842e+00	7.313169e+00	1.296421e+01
5.138295371259999e-06	2.592842e+00	7.313169e+00	1.296422e+01
5.139295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.140295371259998e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.141295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.142295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.143295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.144295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.145295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.146295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.147295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.148295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.149295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.150295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.151295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.152295371259998e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.153295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.154295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.155295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.156295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.157295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.158295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.159295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.160295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.161295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.162295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.163295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.164295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.165295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.166295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.167295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.168295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.169295371259998e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.170295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.171295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.172295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.173295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.174295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.175295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.176295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.177295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.178295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.179295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.180295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.181295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.182295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.183295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.184295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.185295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.186295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.187295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.188295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.189295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.190295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.191295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.192295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.193295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.194295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.195295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.196295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.197295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.198295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.199295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.200295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.201295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.202295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.203295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.204295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.205295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.206295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.207295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.208295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.209295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.210295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.211295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.212295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.213295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.214295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.215295371259999e-06	2.592842e+00	7.313171e+00	1.296422e+01
5.216200000000000e-06	2.592842e+00	7.313175e+00	1.296423e+01
5.216290462874000e-06	2.592846e+00	7.313280e+00	1.296455e+01
5.216471388622000e-06	2.592854e+00	7.313515e+00	1.296525e+01
5.216833240118001e-06	2.592888e+00	7.313992e+00	1.296667e+01
5.217556943110002e-06	2.593006e+00	7.314873e+00	1.296928e+01
5.218556943110001e-06	2.593254e+00	7.315945e+00	1.297247e+01
5.219556943110002e-06	2.593559e+00	7.316860e+00	1.297519e+01
5.220556943110001e-06	2.593910e+00	7.317600e+00	1.297740e+01
5.221556943110001e-06	2.594265e+00	7.318195e+00	1.297915e+01
5.222100000000000e-06	2.594456e+00	7.318422e+00	1.297983e+01
5.223100000000000e-06	2.594788e+00	7.318712e+00	1.298069e+01
5.223200000000000e-06	2.594814e+00	7.318602e+00	1.298036e+01
5.223400000000000e-06	2.594864e+00	7.318354e+00	1.297962e+01
5.223800000000000e-06	2.594929e+00	7.317827e+00	1.297805e+01
5.224600000000000e-06	2.594967e+00	7.316740e+00	1.297482e+01
5.225600000000000e-06	2.594872e+00	7.315300e+00	1.297055e+01
5.226600000000000e-06	2.594620e+00	7.313704e+00	1.296581e+01
5.227600000000000e-06	2.594208e+00	7.311827e+00	1.296022e+01
5.228600000000000e-06	2.593620e+00	7.309439e+00	1.295311e+01
5.229600000000000e-06	2.592800e+00	7.306042e+00	1.294300e+01
5.230600000000000e-06	2.591576e+00	7.300035e+00	1.292513e+01
5.231600000000000e-06	2.588825e+00	7.276855e+00	1.285606e+01
5.232600000000000e-06	2.583424e+00	7.221050e+00	1.268969e+01
5.232725000000000e-06	2.582176e+00	7.207823e+00	1.265032e+01
5.232975000000000e-06	2.578285e+00	7.171469e+00	1.254218e+01
5.233475000000000e-06	2.566372e+00	7.085272e+00	1.228587e+01
5.234475000000000e-06	2.530697e+00	6.849840e+00	1.158580e+01
5.234984475734271e-06	2.504112e+00	6.686790e+00	1.110155e+01
5.235384141561988e-06	2.476784e+00	6.568180e+00	1.075059e+01
5.235755160145077e-06	2.448208e+00	6.471315e+00	1.046389e+01
5.236041363865173e-06	2.423779e+00	6.356443e+00	1.012233e+01
5.236324024613240e-06	2.394741e+00	6.168232e+00	9.562920e+00
5.236724099629271e-06	2.340378e+00	5.728315e+00	8.257038e+00
5.237126825319576e-06	2.255611e+00	4.932915e+00	5.904231e+00
5.237663603043629e-06	2.076542e+00	3.173145e+00	7.307174e-01
5.238035234218638e-06	1.902748e+00	1.459820e+00	-4.275395e+00
5.238068293001301e-06	1.882980e+00	1.269463e+00	-4.827727e+00
5.238134410566626e-06	1.837254e+00	8.387909e-01	-6.069748e+00
5.238266645697276e-06	1.740524e+00	-6.560516e-02	-8.669447e+00
5.238267740121134e-06	1.739681e+00	-7.335281e-02	-8.691571e+00
5.238269928968850e-06	1.737938e+00	-8.916855e-02	-8.736588e+00
5.238274306664282e-06	1.734432e+00	-1.206970e-01	-8.826609e+00
5.238278769979857e-06	1.730827e+00	-1.527061e-01	-8.917922e+00
5.238283602087910e-06	1.726871e+00	-1.871758e-01	-9.016147e+00
5.238293266304016e-06	1.718807e+00	-2.557182e-01	-9.211268e+00
5.238304606202044e-06	1.709171e+00	-3.357162e-01	-9.438837e+00
5.238307063410199e-06	1.707047e+00	-3.507919e-01	-9.481242e+00
5.238311977826509e-06	1.702751e+00	-3.694115e-01	-9.531016e+00
5.238321806659129e-06	1.694130e+00	-3.857307e-01	-9.567394e+00
5.238341464324369e-06	1.676903e+00	-3.986931e-01	-9.580886e+00
5.238380779654849e-06	1.642754e+00	-4.044304e-01	-9.547071e+00
5.238457665346840e-06	1.577492e+00	-3.972855e-01	-9.426313e+00
5.238592572766490e-06	1.468239e+00	-3.779488e-01	-9.196817e+00
5.238862387605789e-06	1.268997e+00	-3.394051e-01	-8.746139e+00
5.239402017284389e-06	9.234810e-01	-2.698212e-01	-7.885351e+00
5.239998673940138e-06	6.074371e-01	-2.047157e-01	-6.991216e+00
5.240547921650365e-06	3.775711e-01	-1.565285e-01	-6.225876e+00
5.241142602739185e-06	1.845779e-01	-1.154594e-01	-5.455009e+00
5.241700803667946e-06	4.648590e-02	-8.560944e-02	-4.781093e+00
5.242288197373890e-06	-6.097794e-02	-6.189728e-02	-4.121114e+00
5.242850046894713e-06	-1.343803e-01	-4.521942e-02	-3.534432e+00
5.243433254482492e-06	-1.857948e-01	-3.295898e-02	-2.970708e+00
5.243998830864404e-06	-2.201233e-01	-2.362061e-02	-2.458906e+00
5.244244579907269e-06	-2.321014e-01	-1.999283e-02	-2.248906e+00
5.244488014171232e-06	-2.427101e-01	-1.698303e-02	-2.051011e+00
5.244590380240074e-06	-2.465363e-01	-1.593399e-02	-1.970663e+00
5.244691327341888e-06	-2.496605e-01	-1.503372e-02	-1.893792e+00
5.244838139577488e-06	-2.534828e-01	-1.388931e-02	-1.784868e+00
5.244975669806112e-06	-2.563286e-01	-1.296616e-02	-1.685897e+00
5.245148106637734e-06	-2.588654e-01	-1.202774e-02	-1.566553e+00
5.245361317827101e-06	-2.606239e-01	-1.115036e-02	-1.426158e+00
5.245624032259108e-06	-2.608528e-01	-1.047516e-02	-1.265474e+00
5.245988733438301e-06	-2.581329e-01	-1.016235e-02	-1.066610e+00
5.246514302769926e-06	-2.498436e-01	-1.061630e-02	-8.240213e-01
5.247093576348203e-06	-2.365494e-01	-1.197433e-02	-6.111192e-01
5.247721647023341e-06	-2.189445e-01	-1.412964e-02	-4.376520e-01
5.248352713359441e-06	-1.996918e-01	-1.667023e-02	-3.135109e-01
5.249178997823330e-06	-1.742935e-01	-2.014923e-02	-2.036640e-01
5.250025543603687e-06	-1.495056e-01	-2.360535e-02	-1.299762e-01
5.250775725059585e-06	-1.293983e-01	-2.642441e-02	-8.863686e-02
5.251524651392166e-06	-1.114655e-01	-2.893829e-02	-6.212643e-02
5.252276773760703e-06	-9.575272e-02	-3.112030e-02	-4.480431e-02
5.253276773760703e-06	-7.793427e-02	-3.357697e-02	-3.005047e-02
5.254276773760703e-06	-6.306458e-02	-3.559494e-02	-2.063681e-02
5.255276773760703e-06	-5.091095e-02	-3.721619e-02	-1.468866e-02
5.256276773760703e-06	-4.103851e-02	-3.850174e-02	-1.075172e-02
5.257276773760702e-06	-3.304291e-02	-3.951263e-02	-8.030288e-03
5.258276773760703e-06	-2.658844e-02	-4.030228e-02	-6.076866e-03
5.259276773760703e-06	-2.137756e-02	-4.091644e-02	-4.632537e-03
5.260276773760703e-06	-1.718140e-02	-4.138947e-02	-3.540820e-03
5.261276773760703e-06	-1.379776e-02	-4.175186e-02	-2.702720e-03
5.262276773760702e-06	-1.107788e-02	-4.201889e-02	-2.052636e-03
5.263276773760703e-06	-8.888245e-03	-4.222107e-02	-1.544911e-03
5.264276773760703e-06	-7.125854e-03	-4.236603e-02	-1.146797e-03
5.265276773760703e-06	-5.706787e-03	-4.246521e-02	-8.338010e-04
5.266276773760703e-06	-4.570007e-03	-4.252625e-02	-5.875166e-04
5.267276773760702e-06	-3.654480e-03	-4.256439e-02	-3.932612e-04
5.268276773760703e-06	-2.922058e-03	-4.257965e-02	-2.402884e-04
5.269276773760703e-06	-2.334595e-03	-4.257202e-02	-1.201802e-04
5.270276773760703e-06	-1.861572e-03	-4.255676e-02	-2.596492e-05
5.271276773760703e-06	-1.480103e-03	-4.253006e-02	4.771179e-05
5.272276773760703e-06	-1.171112e-03	-4.249573e-02	1.053099e-04
5.273276773760703e-06	-9.231567e-04	-4.245758e-02	1.507357e-04
5.274276773760702e-06	-7.247925e-04	-4.241180e-02	1.863584e-04
5.275276773760703e-06	-5.683899e-04	-4.236221e-02	2.143108e-04
5.276276773760703e-06	-4.425049e-04	-4.230499e-02	2.361138e-04
5.277276773760703e-06	-3.356934e-04	-4.225540e-02	2.531779e-04
5.278276773760703e-06	-2.555847e-04	-4.219437e-02	2.664326e-04
5.279276773760702e-06	-1.907349e-04	-4.213715e-02	2.768035e-04
5.280276773760703e-06	-1.373291e-04	-4.207611e-02	2.848348e-04
5.281276773760703e-06	-9.918213e-05	-4.201126e-02	2.911391e-04
5.282276773760703e-06	-6.103516e-05	-4.195404e-02	2.960166e-04
5.283276773760703e-06	-3.814697e-05	-4.188919e-02	2.998814e-04
5.284276773760703e-06	-1.525879e-05	-4.182816e-02	3.028812e-04
5.285276773760703e-06	0.000000e+00	-4.176331e-02	3.053052e-04
5.286276773760703e-06	1.525879e-05	-4.170227e-02	3.072070e-04
5.287276773760703e-06	2.670288e-05	-4.163742e-02	3.087977e-04
5.288276773760703e-06	3.814697e-05	-4.158020e-02	3.100736e-04
5.289276773760703e-06	4.577637e-05	-4.151535e-02	3.111967e-04
5.290276773760703e-06	4.959106e-05	-4.145050e-02	3.121290e-04
5.291276773760702e-06	5.340576e-05	-4.138565e-02	3.130019e-04
5.292276773760703e-06	5.722046e-05	-4.132462e-02	3.137572e-04
5.293276773760703e-06	6.103516e-05	-4.125977e-02	3.145069e-04
5.294276773760703e-06	6.103516e-05	-4.119110e-02	3.151818e-04
5.295276773760703e-06	6.484985e-05	-4.113007e-02	3.158812e-04
5.296276773760702e-06	6.484985e-05	-4.106522e-02	3.165301e-04
5.297276773760703e-06	6.866455e-05	-4.100037e-02	3.172199e-04
5.298276773760703e-06	6.866455e-05	-4.093552e-02	3.178728e-04
5.299276773760703e-06	6.866455e-05	-4.087067e-02	3.185747e-04
5.300276773760703e-06	6.866455e-05	-4.080200e-02	3.192471e-04
5.301276773760703e-06	6.866455e-05	-4.073715e-02	3.199721e-04
5.302276773760703e-06	6.866455e-05	-4.067230e-02	3.206717e-04
5.303276773760703e-06	6.866455e-05	-4.060745e-02	3.214249e-04
5.304276773760703e-06	6.866455e-05	-4.054260e-02	3.221548e-04
5.305276773760703e-06	6.866455e-05	-4.047394e-02	3.229381e-04
5.306276773760703e-06	6.866455e-05	-4.040909e-02	3.236993e-04
5.307276773760703e-06	6.866455e-05	-4.034042e-02	3.245131e-04
5.308276773760702e-06	6.866455e-05	-4.027557e-02	3.253056e-04
5.309276773760703e-06	6.866455e-05	-4.020691e-02	3.261497e-04
5.310276773760703e-06	6.866455e-05	-4.013824e-02	3.269731e-04
5.311276773760703e-06	6.866455e-05	-4.007339e-02	3.278472e-04
5.312276773760703e-06	6.866455e-05	-4.000854e-02	3.287010e-04
5.313276773760703e-06	6.866455e-05	-3.993988e-02	3.296048e-04
5.314276773760703e-06	6.866455e-05	-3.987122e-02	3.304889e-04
5.315276773760703e-06	6.866455e-05	-3.980255e-02	3.314221e-04
5.316276773760703e-06	6.866455e-05	-3.973389e-02	3.323365e-04
5.317276773760703e-06	6.866455e-05	-3.966904e-02	3.332993e-04
5.318276773760703e-06	6.866455e-05	-3.960037e-02	3.342442e-04
5.319276773760703e-06	6.866455e-05	-3.952789e-02	3.352370e-04
5.320276773760703e-06	7.247925e-05	-3.946304e-02	3.362127e-04
5.321276773760703e-06	7.247925e-05	-3.939438e-02	3.372359e-04
5.322276773760703e-06	7.247925e-05	-3.932571e-02	3.382431e-04
5.323276773760703e-06	7.247925e-05	-3.925705e-02	3.392975e-04
5.324276773760703e-06	7.247925e-05	-3.918839e-02	3.403370e-04
5.325276773760703e-06	7.247925e-05	-3.911972e-02	3.414235e-04
5.326276773760703e-06	7.247925e-05	-3.904724e-02	3.424961e-04
5.327276773760703e-06	7.247925e-05	-3.897858e-02	3.436157e-04
5.328276773760703e-06	7.247925e-05	-3.890610e-02	3.447225e-04
5.329276773760703e-06	7.629395e-05	-3.883743e-02	3.458763e-04
5.330276773760703e-06	8.773804e-05	-3.876877e-02	3.453035e-04
5.331276773760703e-06	9.918213e-05	-3.870392e-02	3.445131e-04
5.332276773760703e-06	1.068115e-04	-3.863144e-02	3.459210e-04
5.333276773760703e-06	1.106262e-04	-3.855896e-02	3.482293e-04
5.334276773760703e-06	1.144409e-04	-3.848648e-02	3.507023e-04
5.335276773760703e-06	1.182556e-04	-3.841782e-02	3.531540e-04
5.336276773760703e-06	1.220703e-04	-3.834534e-02	3.554298e-04
5.337276773760703e-06	1.220703e-04	-3.826904e-02	3.575687e-04
5.338276773760703e-06	1.220703e-04	-3.819656e-02	3.595208e-04
5.339276773760703e-06	1.220703e-04	-3.812408e-02	3.613675e-04
5.340276773760703e-06	1.220703e-04	-3.805161e-02	3.630755e-04
5.341276773760703e-06	1.220703e-04	-3.797913e-02	3.647262e-04
5.342276773760703e-06	1.220703e-04	-3.790283e-02	3.662840e-04
5.343276773760703e-06	1.220703e-04	-3.783035e-02	3.678231e-04
5.344276773760703e-06	1.220703e-04	-3.775787e-02	3.693030e-04
5.345276773760703e-06	1.182556e-04	-3.767776e-02	3.707911e-04
5.346276773760703e-06	1.182556e-04	-3.760147e-02	3.722433e-04
5.347276773760703e-06	1.182556e-04	-3.752899e-02	3.737216e-04
5.348276773760703e-06	1.144409e-04	-3.744888e-02	3.751799e-04
5.349276773760703e-06	1.144409e-04	-3.737259e-02	3.766760e-04
5.350276773760703e-06	1.144409e-04	-3.730011e-02	3.781629e-04
5.351276773760703e-06	1.144409e-04	-3.722382e-02	3.796955e-04
5.352276773760703e-06	1.106262e-04	-3.714371e-02	3.812264e-04
5.353276773760703e-06	1.106262e-04	-3.706741e-02	3.828082e-04
5.354276773760703e-06	1.106262e-04	-3.698730e-02	3.843937e-04
5.355276773760703e-06	1.106262e-04	-3.691101e-02	3.860337e-04
5.356276773760703e-06	1.068115e-04	-3.683090e-02	3.876815e-04
5.357276773760703e-06	1.068115e-04	-3.675079e-02	3.894486e-04
5.358276773760703e-06	1.068115e-04	-3.667450e-02	3.912376e-04
5.359276773760703e-06	1.029968e-04	-3.659058e-02	3.930099e-04
5.360276773760703e-06	1.029968e-04	-3.651047e-02	3.947648e-04
5.361276773760703e-06	1.029968e-04	-3.643036e-02	3.965127e-04
5.362276773760703e-06	1.029968e-04	-3.635025e-02	3.982678e-04
5.363276773760703e-06	1.029968e-04	-3.626633e-02	4.001601e-04
5.364276773760703e-06	1.029968e-04	-3.618622e-02	4.021064e-04
