time	V(N025,Vo_led6)	V(Vcc_led,Vi_led6)	I(D12)
5.238406756755671e-06	4.211693e-01	8.551445e-01	-7.182984e+00
5.238430327640896e-06	2.824478e-01	8.409882e-01	-7.578562e+00
5.238477469411347e-06	-2.468109e-03	8.121147e-01	-8.388912e+00
5.238479091389586e-06	-1.246643e-02	8.111000e-01	-8.417325e+00
5.238482335346064e-06	-3.271866e-02	8.090439e-01	-8.474836e+00
5.238488823259020e-06	-7.322311e-02	8.049126e-01	-8.589746e+00
5.238494507895252e-06	-1.085243e-01	8.012581e-01	-8.689790e+00
5.238499999974751e-06	-1.376572e-01	7.976761e-01	-8.771277e+00
5.238507414425504e-06	-1.611290e-01	7.927856e-01	-8.833087e+00
5.238517585307530e-06	-1.752968e-01	7.860489e-01	-8.863394e+00
5.238529810304589e-06	-1.838570e-01	7.779503e-01	-8.874514e+00
5.238554260298707e-06	-1.914597e-01	7.618446e-01	-8.868104e+00
5.238603160286941e-06	-1.924210e-01	7.300873e-01	-8.812209e+00
5.238662358467995e-06	-1.880188e-01	6.927032e-01	-8.728183e+00
5.238780754830100e-06	-1.776009e-01	6.217575e-01	-8.556967e+00
5.239017547554312e-06	-1.569405e-01	4.933281e-01	-8.219923e+00
5.239491133002735e-06	-1.199226e-01	2.757683e-01	-7.570898e+00
5.240117212317551e-06	-7.928085e-02	4.541016e-02	-6.755073e+00
5.240610594974945e-06	-5.332565e-02	-9.674835e-02	-6.143552e+00
5.240869717687545e-06	-4.148865e-02	-1.578751e-01	-5.833270e+00
5.240969961106503e-06	-3.727722e-02	-1.791992e-01	-5.715697e+00
5.241038110139839e-06	-3.465652e-02	-1.929932e-01	-5.637002e+00
5.241106278697618e-06	-3.213882e-02	-2.062340e-01	-5.558876e+00
5.241163981250025e-06	-3.007507e-02	-2.170410e-01	-5.493163e+00
5.241219329937273e-06	-2.814484e-02	-2.270737e-01	-5.430488e+00
5.241263359905975e-06	-2.665710e-02	-2.348328e-01	-5.380888e+00
5.241298328893382e-06	-2.548981e-02	-2.408524e-01	-5.341619e+00
5.241320103086640e-06	-2.479172e-02	-2.445374e-01	-5.317293e+00
5.241331359100811e-06	-2.441406e-02	-2.464218e-01	-5.304686e+00
5.241337086286820e-06	-2.422714e-02	-2.473755e-01	-5.298287e+00
5.241341586789625e-06	-2.409363e-02	-2.481194e-01	-5.293291e+00
5.241346510239762e-06	-2.393341e-02	-2.489319e-01	-5.287798e+00
5.241351716077876e-06	-2.376556e-02	-2.497864e-01	-5.281999e+00
5.241362127754104e-06	-2.343750e-02	-2.514915e-01	-5.270417e+00
5.241382951106560e-06	-2.278137e-02	-2.548523e-01	-5.247294e+00
5.241424597811472e-06	-2.150726e-02	-2.614212e-01	-5.201233e+00
5.241507891221295e-06	-1.906204e-02	-2.739372e-01	-5.109834e+00
5.241674478040942e-06	-1.457977e-02	-2.966156e-01	-4.929890e+00
5.242007651680236e-06	-7.095337e-03	-3.335228e-01	-4.581120e+00
5.242673998958824e-06	4.077911e-03	-3.857918e-01	-3.915216e+00
5.243302113718254e-06	1.088715e-02	-4.141350e-01	-3.323629e+00
5.243833771610952e-06	1.375580e-02	-4.219208e-01	-2.857295e+00
5.244402147843404e-06	1.449203e-02	-4.173241e-01	-2.395098e+00
5.244964485738074e-06	1.347733e-02	-4.032059e-01	-1.975291e+00
5.245554836845392e-06	1.100540e-02	-3.807220e-01	-1.577618e+00
5.246122001756258e-06	7.678986e-03	-3.539734e-01	-1.242064e+00
5.246701378438198e-06	3.677368e-03	-3.234100e-01	-9.527605e-01
5.247267844124182e-06	-4.959106e-04	-2.921791e-01	-7.240033e-01
5.247846363913429e-06	-4.779816e-03	-2.604485e-01	-5.428768e-01
5.248495089452600e-06	-9.334564e-03	-2.265968e-01	-3.927191e-01
5.249307037591692e-06	-1.446915e-02	-1.881599e-01	-2.624450e-01
5.250293596198506e-06	-1.984787e-02	-1.474075e-01	-1.583847e-01
5.251088145099798e-06	-2.344131e-02	-1.196785e-01	-1.051292e-01
5.251850904480149e-06	-2.623749e-02	-9.760666e-02	-7.269999e-02
5.252610601857051e-06	-2.847672e-02	-7.949829e-02	-5.129227e-02
5.253505938063342e-06	-3.053665e-02	-6.228638e-02	-3.471224e-02
5.254505938063342e-06	-3.228378e-02	-4.713058e-02	-2.269049e-02
5.255505938063342e-06	-3.355789e-02	-3.547287e-02	-1.500330e-02
5.256505938063342e-06	-3.446198e-02	-2.663422e-02	-1.005173e-02
5.257505938063341e-06	-3.508759e-02	-1.995850e-02	-6.779968e-03
5.258505938063342e-06	-3.551483e-02	-1.493073e-02	-4.572130e-03
5.259505938063341e-06	-3.578949e-02	-1.115417e-02	-3.057963e-03
5.260505938063342e-06	-3.595352e-02	-8.316040e-03	-2.007794e-03
5.261505938063342e-06	-3.604889e-02	-6.195068e-03	-1.274623e-03
5.262505938063342e-06	-3.608322e-02	-4.604340e-03	-7.615506e-04
5.263505938063342e-06	-3.608704e-02	-3.414154e-03	-4.030482e-04
5.264505938063341e-06	-3.606033e-02	-2.525330e-03	-1.538687e-04
5.265505938063342e-06	-3.601837e-02	-1.865387e-03	1.772584e-05
5.266505938063342e-06	-3.596497e-02	-1.369476e-03	1.342482e-04
5.267505938063342e-06	-3.590393e-02	-1.003265e-03	2.117828e-04
5.268505938063342e-06	-3.583908e-02	-7.324219e-04	2.618663e-04
5.269505938063341e-06	-3.577042e-02	-5.264282e-04	2.927840e-04
5.270505938063342e-06	-3.570557e-02	-3.776550e-04	3.104789e-04
5.271505938063342e-06	-3.563690e-02	-2.670288e-04	3.192010e-04
5.272505938063342e-06	-3.556824e-02	-1.831055e-04	3.219737e-04
5.273505938063342e-06	-3.550720e-02	-1.220703e-04	3.209317e-04
5.274505938063342e-06	-3.544235e-02	-7.629395e-05	3.175678e-04
5.275505938063342e-06	-3.538132e-02	-4.577637e-05	3.129120e-04
5.276505938063341e-06	-3.531647e-02	-1.907349e-05	3.076622e-04
5.277505938063342e-06	-3.525543e-02	0.000000e+00	3.022804e-04
5.278505938063342e-06	-3.519821e-02	1.144409e-05	2.970612e-04
5.279505938063342e-06	-3.514099e-02	1.907349e-05	2.921826e-04
5.280505938063342e-06	-3.508377e-02	2.670288e-05	2.877424e-04
5.281505938063341e-06	-3.502274e-02	3.051758e-05	2.837837e-04
5.282505938063342e-06	-3.496933e-02	3.433228e-05	2.803139e-04
5.283505938063342e-06	-3.491592e-02	3.433228e-05	2.773177e-04
5.284505938063342e-06	-3.485870e-02	3.814697e-05	2.747660e-04
5.285505938063342e-06	-3.480148e-02	3.814697e-05	2.726227e-04
5.286505938063342e-06	-3.474808e-02	3.814697e-05	2.708485e-04
5.287505938063342e-06	-3.469849e-02	3.814697e-05	2.694036e-04
5.288505938063342e-06	-3.464127e-02	3.814697e-05	2.682500e-04
5.289505938063342e-06	-3.458405e-02	3.814697e-05	2.673520e-04
5.290505938063342e-06	-3.453445e-02	3.814697e-05	2.666771e-04
5.291505938063342e-06	-3.447723e-02	3.814697e-05	2.661959e-04
5.292505938063342e-06	-3.442383e-02	3.814697e-05	2.658823e-04
5.293505938063342e-06	-3.437042e-02	3.814697e-05	2.657135e-04
5.294505938063342e-06	-3.431702e-02	3.814697e-05	2.656694e-04
5.295505938063342e-06	-3.425980e-02	3.814697e-05	2.657328e-04
5.296505938063342e-06	-3.421021e-02	3.814697e-05	2.658886e-04
5.297505938063342e-06	-3.415298e-02	3.814697e-05	2.661241e-04
5.298505938063341e-06	-3.409958e-02	3.814697e-05	2.664283e-04
5.299505938063342e-06	-3.404236e-02	3.814697e-05	2.667918e-04
5.300505938063342e-06	-3.399277e-02	3.814697e-05	2.672069e-04
5.301505938063342e-06	-3.393555e-02	4.196167e-05	2.676668e-04
5.302505938063342e-06	-3.388214e-02	4.196167e-05	2.681659e-04
5.303505938063342e-06	-3.382874e-02	4.196167e-05	2.686994e-04
5.304505938063342e-06	-3.377151e-02	4.196167e-05	2.692634e-04
5.305505938063342e-06	-3.371429e-02	4.196167e-05	2.698545e-04
5.306505938063342e-06	-3.366089e-02	4.196167e-05	2.704700e-04
5.307505938063342e-06	-3.360367e-02	4.196167e-05	2.711077e-04
5.308505938063342e-06	-3.355026e-02	4.196167e-05	2.717656e-04
5.309505938063342e-06	-3.349304e-02	4.196167e-05	2.724421e-04
